Company Name,Ticker,Q(1) Consensus Sales Est. (Mil.),% Change F1 Est. (4 weeks),% Change Q2 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q0 Est. (4 weeks),Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Yr's EPS (F0) Before NRI,12 Mo Trailing EPS,% Rating Downgrades ,% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),St. Dev. F1 / F1 Consensus,5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),% Ratio of Q1/prior Yr Q1 Actual Q(-3),% Ratio of Q1/Q0,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),F0 Consensus Est.,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q1 / Q1 Consensus,Earnings ESP (Expected Surprise Prediction),F2 Consensus Est.,F1 Consensus Est.,% Rating Upgrades ,% Rating Hold,Beta,% Price Change (12 Weeks),% Price Change (4 Weeks),Last Close,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Shares Outstanding ,Avg Volume,Market Cap ,Sector,Optionable,Industry,Average Target Price,# of Brokers in Rating,Change in Avg Rec ,Rank in Industry (of ABR),% Rating Change - 4 Weeks,Industry Rank (of ABR),Current Avg Broker Rec,% Rating Strong Sell or Sell,# Rating Hold,# Rating Strong Sell or Sell,# Rating Downgrades ,# Rating Upgrades,# Rating Strong Buy or Buy,% Rating Strong Buy or Buy,Exchange,F(1) Consensus Sales Est. (Mil.),% Price Change (1 Week),Common Equity,Intangibles,Preferred Equity,Long Term Debt ,Current Assets ,Inventory ,Receivables ,Operating Margin 12 Mo,Net Margin,Inventory Turnover,Asset Utilization,5 Yr Hist. Div. Growth %,Book Value,Current Liabilities ,Relative Price Change,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,Cost of Goods Sold,EBITDA ,Current Ratio,Debt/Total Capital,Debt/Equity Ratio,Quick Ratio,Cash Ratio,Turnover,Dividend ,5 Yr Div. Yield %,Current ROA (TTM),ROA (5 Yr Avg),ROI (5 Yr Avg),P/E (F1),Current ROI (TTM),Current ROE (TTM),St. Dev. Q2 / Q2 Consensus,Price/Cash Flow,P/E (F2),Price/Sales,Price/Book,P/E (Trailing 12 Months),Market Value/# Analysts,Long-Term Growth Consensus Est.,Div. Yield %,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,EBIT ,Pretax Income ,% Price Change (YTD),Annual Sales,PEG Ratio,5 Yr. Hist. EPS Growth,% Change EPS (F(-1)/F(-2)),S&P 500,
DELPHI AUTO PLC,DLPH,4305.17822,-.48,-2.59,-1.86,-1.31,2.65,7.58,7.52,1.15999,1.16,4.4,4.9,0,-1.9,-10.86,.00703,2.29,6.08,114.11,110.17,14.85,14.58,4.32,1.32,.02,0,5.68,5.05,0,23.08,1,2.06,14.04,70.43,71.41,54.02,94.36,296.08,2492143,20852.85,Auto-Tires-Trucks,YES,AUTO/TRUCK-ORIG,80.45,13,0,15,-2.22,128,1.77,0,3,0,0,0,10,76.92,NYSE,17197.41601,3.97,3434,1219,0,2351,5752,1093,2662,8.75,.07,11.56999,1.52929,,11.41,3894,6.59,1.13,1.28,13567,2217,1.48,41.701,.72,1.2,.51284,5.8722,.68,.74,13.38,18.68199,37.60499,13.94,25.29,42.66,.05,11.28,12.4,1.22,6.17,14.37,1895.71325,13.91,1.42,21.27862,24.29,12.53481,1922,1212,1666,1523,17.13,16463,1,20.82,24.29,YES,
DOLLAR TREE INC,DLTR,2455.36303,-.07,.38,-.07,0,-6.15,0,-3.09,.61,.61,2.72,2.88,0,-.14,-3.33,.00902,10.83,6.03,194.95,,11.96,8.37,2.76,.75,.03,1.56,3.52,3.05,0,22.22,.27,11.05,9.54,62.11,62.11,49.68,100,205.63,2256941.25,12771.43,Retail-Wholesale,YES,RETAIL-DISCOUNT,62.25,18,0,1,0,184,1.5,0,4,0,0,0,14,77.78,NSDQ,8544.87109,4.35,1170.69995,169.3,0,757,1378.5,1035.30004,0,7.4,.08,4.7961,2.77259,,7,686.29998,.18,.64,1.13,5050.5,1160.19995,2.12,34.33,,.5,.50007,,0,0,20.5,19.64699,27.96599,20.4,29.5,49.25,.04,16.42,17.64,1.57,8.87,21.57,851.42877,16.12,0,,-6.85,-3.64928,787.20001,596.70001,969.70001,954.29998,10.09,7840.3,1.27,23.21,-6.85,YES,
DUN &BRADST-NEW,DNB,485.89999,0,-.68,-4.13,-.12,7.56,8.09,7.61,1.85,1.85,7.6,7.62,0,-.98,-7.87,.01028,-.43,-.47,96.15,142.92,-1.01,9.51,7.72,1.47,.03,0,7.88,7.52,0,83.33,1.03,3.98,3.98,122.18,123.85,94.87,94.24,35.91,394502.09,4387.48,Business Services,YES,BUSINESS INFO SVCS,123.5,6,0,9,0,113,2.67,0,5,0,0,0,1,16.67,NYSE,1677.84997,-.32,-1042.30005,773.70001,0,1516,822.40002,0,524.79998,17.12,.16,,.91504,5.4183,-29.1,852.29998,-9.42,1.72,2.64,550.5,541.29998,1,,-1.51,.96,.34917,3.6305,1.6,1.81,15.74,16.46699,374.927,16.24,60.56,,.02,11.51,15.51,2.63,,16.03,731.24731,6.63,1.44,-.94407,-.43,-12.52116,405.1,258.5,436.70001,396,-.46,1655.2,2.45,9.39,-.43,YES,
DENBURY RES INC,DNR,638.81402,-3.03,-21.35,-8.98,-5.93,4,-3.7,-3.15,.25999,.26,1.46,1.04,0,-16.57,,.04944,22.43,2.47,95.06,98.72,-28.27,.69,1.5,.23,.11,-3.85,.97,1.05,0,53.33,1.96,-30.02,-12.44,11.33,19.44,11.28,.61,352.29,8887094,3991.44,Oils-Energy,YES,OIL-US EXP&PROD,19.69,15,.13,72,-14.28,54,2.13,0,8,0,0,0,7,46.67,NYSE,2523.21093,-7.21,5301.3999,1283.58996,0,3260.62011,414.54998,0,340.33999,17.2,.16,,.21985,,14.47,675.19,-37.25,.25,.26,796.72998,1307.04003,.57,41.451,,.61,.1099,7.3228,0,.14,3.14,4.3775,5.8754,10.82,5.19,7.2,.22,3.91,11.72,1.56,.78,10.89,362.85772,,2.21,-53.37655,-16.68,-22.03632,1062.90405,409.58999,783.08001,642.38,-31.04,2517.13,,25.48,-16.68,YES,
DIAMOND OFFSHOR,DO,701.07501,3.29,-16.75,-.65,-3.91,24.68,13.79,24.32,.95999,.96,4.78,3.51,0,-8.56,0,.03477,-5.07,-2.21,66.15,66.15,-34.85,-4.21,4.62,.64,.17,-1.56,3.24,3.11,0,62.5,1.35,-17.34,5.59,36.65,61.74,33,12.7,137.15,1971647.38,5026.48,Oils-Energy,YES,OIL & GAS-DRILLING,39.61,16,.13,34,-6.37,162,3.69,37.5,10,6,0,0,0,0,NYSE,2832.43603,-5.17,4637.25,0,0,2244.17993,2718.1101,0,469.35,16.92,.19,,.34613,0,32.61,745.58001,-41.41,.77,.63,1647.48999,1186.45996,2.03,30.839,.45,3.65,3.01612,5.8849,.5,.78,5.86,12.668,15.51299,11.77,7.2,10.64,.37,4.85,11.3,1.75,1.12,10.44,718.06787,16,1.36,-39.16798,-37.75,-23.84416,1051.48901,548.67999,799.08001,774.23999,-35.61,2920.42,.74,-16.54,-37.75,YES,
DOVER CORP,DOV,2047.46301,.13,-1.4,-1.74,-1.17,3.05,0,.52,1.35,1.35,5.28,4.93,0,-1.98,-1.89,.00418,7.34,7.72,88.28,83.7,-9.47,18.92,5.28,1.12,.02,0,5.24,4.78,0,45.45,1.46,-7.74,6.37,80.97,96.54,72.02,36.5,165.36,2392157.25,13389.36,Industrial Products,YES,MACH-GENL INDL,89.6,11,0,15,-14.29,163,2,0,5,0,0,0,6,54.55,NYSE,8069.52978,1.93,5377.39013,5855.39013,0,2599.19995,3240.15991,926.98999,1359.09997,10.2,.11,6.3235,.88401,10.119,23.72,1615.57995,-23.68,1.31,1.13,5390.02978,1779.76,2.24,39.59,.66,1.43,.59054,6.28609,1.45,2.02,9.02,8.1012,11.09899,16.94,12.3,19.83,.06,10.31,15.45,1.63,3.41,16.42,1338.93627,10.38,1.98,-11.02961,-17.45,23.67859,1337.677,1003.11999,1358.15002,1237.41003,-16.13,8729.81,1.63,17.74,-17.45,YES,
DOW CHEMICAL,DOW,14723.59375,.42,-.37,-6.28,.27,7.46,2.78,18.57,.72,.72,2.48,2.9,0,-2.01,-2.1,.02471,3.21,.52,101.08,91.25,17.94,30.53,2.28,.89,.1,-1.52,3.41,2.92,0,47.06,1.71,-4.45,3.28,49.81,54.8,38.61,69.18,1178.56,15685382,58704.13,Basic Materials,YES,CHEM-DIVERSIFD,52.54,17,0,30,5.88,144,2.65,17.65,8,3,0,0,6,35.29,NYSE,58472.48828,3.23,23924,17112,4000,16820,24977,8303,9647,6.62,.08,5.4225,.83978,25.30299,19.27,11971,2.09,.67,.66,47594,10586,2.13,41.81,.84,1.39,.587,5.7803,1.27999,2.98,5.56,4.0892,6.60809,17.03,8.53,16.37,.04,10.06,14.59,1.01,2.58,17.18,4193.15185,9.32,2.97,24.31085,28.73,304.99154,6002,4787,7905,6804,12.19,57080,1.83,18.99,28.73,YES,
DR PEPPER SNAPL,DPS,1470.27294,1.91,2.14,-3.73,0,11.36,15.22,16.53,.98,.98,3.2,3.75,0,2.7,3.88,.01143,2.13,.03,88.77,87.87,13.55,9.59,3.09,.76,.04,0,3.87,3.63,0,75,.02,15.56,8.84,69.94,70.35,47.22,98.23,194.41,1784220.63,13596.97,Consumer Staples,YES,BEVERAGES-SOFT,67.56,12,0,14,0,127,3.08,16.67,9,2,0,0,1,8.33,NYSE,6075.74121,1.45,2277,5682,0,2508,1119,200,622,12.22,.1,11.85499,.73826,19.461,12.15,1030,30.63,.88,.86,2499,834,1.21,51.79499,1.07,.89,.28834,9.7473,1.51999,2.82,9.02,6.94859,12.637,19.25,15.43,32.5,.03,17.04,18.06,2.24,5.75,18.65,1236.08789,7.87,2.34,19.34426,11.13,-.79492,823.67498,624,665,542,43.56,5997,2.45,13,11.13,YES,
DARDEN RESTRNT,DRI,1550.81298,-.33,-.07,-1.22,0,0,-40.86,-16.47,.31999,.32,1.7,1.84,0,1.34,0,.01742,4.02,-26.5,177.33,83.13,32.14,-45.86,2.45,.81,.06,-18.52,2.49,2.25,0,60,.74,12.76,7.77,53.1,54.47,43.76,87.21,132.58,1968351.38,7040,Retail-Wholesale,YES,RETAIL-RESTRNTS,51.31,20,.03,34,-7.56,160,2.45,5,12,1,0,0,7,35,NYSE,6691.8208,3.75,2156.8999,1447.09997,0,2533.3999,1976.40002,196.8,83.8,3.26,.05,15.85999,1.09089,20.33799,16.05,1618.5,-11.13,.32,.27,4990.5,627.09997,.63,41.666,.71,1.1,1.04776,93.527,2.2,3.57,3.56,7.1374,11.51299,23.64,5.58,11.6,.02,12.88,21.3,.94,3.31,28.86,502.85699,15.09,4.14,-30.53398,-47.04,-30.51712,544.02398,286.20001,308.89999,174.6,-2.34,6285.6,1.57,-5.62,-47.04,YES,
DTE ENERGY CO,DTE,1887.75695,-.43,0,8.25,-4.61,-8.11,-5.19,2.67,1.01999,1.02,4.09,4.45,11.11,.15,0,.00875,6.52,9.9,90.89,90,7.12,3.81,4.07,1.55,.03,0,4.59,4.38,0,77.78,.39,8.89,6.16,82.67,84.16,65.1,92.18,176.99,1566300.38,14631.85,Utilities,YES,UTIL-ELEC PWR,81.33,9,.22,45,-9.09,215,2.67,0,7,0,1,0,2,22.22,NYSE,10778.18359,.83,7954,2140,0,7214,2806,628,1669,6.71,.07,14.279,.44929,5.4889,46.25,3189,13.31,1.11,.92,7033,2452,.98,49.13899,.97,.68,.15961,7.209,2.585,4.25,3.02,2.60739,4.59079,18.87,5.08,9.77,.02,8.06,17.99,1.24,1.79,18.58,1828.98083,6.22,3.34,19.31993,18.12,8.36065,1814,661,1358,922,24.52,9661,3.03,6.32,18.12,YES,
DIRECTV,DTV,8960.708,-.49,-1.39,-.71,-.35,6.4,4.61,9.99,1.33,1.33,5.42,6.08,0,-.88,0,.02673,9.98,6.77,90.99,104.68,7.62,18.34,4.94,1.65,.06,-4.32,6.36,5.83,0,75,.99,3.6,1.02,87.48,88.25,62.86,96.97,502.24,3135831.25,43935.7,Computer and Technology,YES,SATELLITE COMMUNICATION,93.2,16,0,8,0,43,2.81,6.25,12,1,0,0,3,18.75,NSDQ,33230.00781,2.46,-6544,4890,0,18284,5953,283,2547,9.49,.09,58.86399,1.48899,,-12.16,6530,15.27,1.25,1.39,16642,8103,1.01,,-3.3,.87,.47825,12.916,0,0,14.06,12.751,21.29299,15,25.28,,.06,7.97,13.76,1.33,,14.39,6276.52783,8,0,.66503,-6.79,-3.05189,5770,2859,5328,4488,26.67,31754,1.87,34.58,-6.79,YES,
DUKE ENERGY CP,DUK,6120.80517,-.16,.28,1.19,-.14,-7.89,11,3.72,1.39999,1.4,4.35,4.68,7.14,.08,0,.00557,18.02,25.35,84.71,60.51,5.33,.69,4.32,1.17,.13,0,4.76,4.58,0,50,.22,12.61,6.26,81.17,83.5,67.13,85.77,707.27,3860949.5,57409.27,Utilities,YES,UTIL-ELEC PWR,78.11,14,.14,41,-6.9,215,2.21,7.14,7,1,1,0,6,42.86,NYSE,25678.75,-1.36,41408,16340,0,38152,10516,3250,3005,13.18,.11,4.9348,.22191,1.0166,57.8,8644,7.03,1.52,.85,15094,8695,1.4,48.63399,.93,.84,.49294,8.7389,3.08999,4.78,2.86,2.9955,4.76329,17.72,4.22,8.05,.04,9.09,17.06,2.29,1.38,17.34,4784.10595,4.68,3.92,10.08991,2.57,50.73529,6307.70019,2665,5466,3920,17.62,24598,3.78,1.62,2.57,YES,
DAVITA HEALTHCR,DVA,3269.13208,0,0,0,0,-1.1,7.95,1.39,.89999,.9,3.81,3.69,0,0,0,.02397,17.32,43.7,93.18,102.5,-5.39,21.92,3.8,.9,.01,,3.98,3.6,0,45.45,.68,6.74,5.46,78.03,78.07,55.03,99.83,214.8,877543.5,16760.84,Medical,YES,MED-OUTP/HM CRE,79.14,11,0,14,0,103,1.91,0,5,0,0,0,6,54.55,NYSE,12707.46191,.53,4605.54003,11237.3496,0,8141.22998,3472.27001,88.8,1844.56005,6.62,.05,92.382,.7092,,23.14,2462.04003,12.05,.91,.92,8198.37011,1653.07995,1.6,64.86399,,1.37,.62505,6.51779,0,0,4.55,5.4751,6.85249,21.65,5.97,16.58,.04,12.33,19.59,1.34,3.37,21.15,1523.71301,10.63,0,16.21846,26.08,18.17689,1345.69299,633.44,1124.96997,1124.96997,23.13,11764.05,2.04,17.08,26.08,YES,
DEVON ENERGY,DVN,4301.74902,-5.14,-16.1,-14.88,-8.14,5.51,0,3.41,1.34,1.34,4.26,5.18,0,-9.71,-9.79,.03953,4.19,9.42,118.71,97.45,25.1,30.67,4.24,1.27,.1,0,5.65,5.33,0,20,1.29,-13.9,2.06,62.56,79.5,55.14,30.46,409.1,5535696.5,25593.3,Oils-Energy,YES,OIL-US EXP&PROD,82.11,20,0,32,12.03,54,1.55,0,4,0,0,0,16,80,NYSE,16411.33007,7.31,20499,5858,0,7956,8005,0,1520,15.42,0,,.28953,10.262,63.89,6655,-7.99,1.27,1.31,2268,2929,1,31.31299,.38,1.2,.97445,6.8572,.86,1.16,4.29,6.16239,8.7411,11.74,6.36,8.62,.13,5.63,11.07,1.58,.96,12.08,1706.21984,14.49,1.53,194.39953,480.48,90.29125,4513.91992,-20,149,149,1.12,10397,.81,-4.98,480.48,YES,
ELECTR ARTS INC,EA,1274.40295,7.09,-54.27,8.08,0,44.19,176.92,322.16,.62,.62,1.22,2.24,0,-.85,3.13,.01369,1.37,-5.85,70.51,133.06,38.25,165.22,.92,.13,.01,0,1.93,1.69,0,37.5,1.04,11.51,16.54,40.8,40.97,20.97,99.15,310.94,4318446,12686.19,Consumer Discretionary,YES,TOYS/GAME/HOBBY,42.22,16,.04,3,7.35,177,1.75,0,6,0,0,0,10,62.5,NSDQ,4169.70996,2.38,2422,1900,0,580,3138,56,327,17.13,0,28.54,.72557,,8.56,2390,61.85,.43,.82,1347,234,1.48,18.12299,.22,1.29,1.15271,8.70069,0,0,12.43,2.6208,4.82679,24.19,23.34,28.89,.06,20.67,21.1,3.07,4.77,18.21,4228.72949,16.5,0,1.68067,74.89,-91.83674,611,8,7,7,77.86,3575,1.47,152.54,74.89,YES,
EBAY INC,EBAY,4979.54394,-1.35,-5.51,-3.86,0,1.75,-1.72,.44,.57999,.58,2.35,2.44,0,-4.04,-8.7,.00937,18.05,14.03,109.15,133.62,7.43,11.9,2.35,.65,.03,0,2.82,2.52,0,51.72,.88,.62,.76,53.26,59.3,47.88,47.11,1242.37,11313916,66168.47,Retail-Wholesale,YES,INTERNET COMMERCE,57.77,29,.09,20,-11.28,46,2.34,6.9,15,2,0,0,12,41.38,NSDQ,17959.41406,3.32,23647,10208,0,4117,23283,0,12948,17.7,.18,,.41655,,15.94,12639,-11.66,.57,.77,5036,4866,1.56,27.051,.37,1.84,.8177,1.3027,0,0,7.37,8.9736,12.63899,21.1,12.19,15.12,.03,15.42,18.9,3.78,3.34,21.83,5089.88232,12.41,0,-104.16511,-104.61,9.46722,4470.47998,2856,3466,3466,-2.93,16047,1.7,15.55,-104.61,YES,
ECOLAB INC,ECL,3776.14697,.13,.49,-.64,-.19,0,.98,.01,1.21,1.21,3.54,4.02,0,-.75,-.3,.00226,25.89,11.95,116.17,99.85,18.4,18.79,3.55,.88,0,0,4.79,4.19,0,20,.63,-.03,1.16,111.94,118.07,98.03,69.41,300.12,1625161.25,33594.99,Basic Materials,YES,CHEM-SPECIALTY,125.4,15,0,6,0,155,1.4,0,3,0,0,0,12,80,NYSE,14392.68261,3.31,7409.3999,11648.20019,0,6043.5,4698.3999,1321.90002,2568,8.67,.07,5.53049,.72149,14.644,25.92,3488.69995,-2.31,1.21,1.21,7240.10009,2376.80004,1.09,38.55899,.63,.97,.23174,5.4358,.96499,1.21,6.26,7.6022,12.746,26.71,9.39,16.43,.03,17.72,23.35,2.37,4.32,27.85,2399.64208,14.26,.98,30.32894,26.57,37.54974,1903.5,967.79998,1560.59997,1298.30004,7.36,13253.4,1.87,16.01,26.57,YES,
CONSOL EDISON,ED,2227.91992,.64,1.74,6.61,2.26,2.78,18.52,9.48,1.48,1.48,3.79,3.97,0,.23,-4.39,.01252,-1.24,1.36,88.97,40.88,1.06,1.61,3.75,1.17,.04,-1.64,3.92,3.83,0,70,.19,11.79,8.68,63.25,64.64,52.46,88.59,292.89,3282688.5,18524.98,Utilities,YES,UTIL-ELEC PWR,58.83,10,0,77,-9.08,215,3.03,20,7,2,0,0,1,10,NYSE,12361.13378,-.46,12245,433,0,10490,3891,363,1491,8.94,.09,22.56599,.31949,1.31089,42.52,4730,4.12,1.44,.61,7191,3291,.9,47.09,,.75,.43065,8.34389,2.46,4.53,2.89,2.77189,4.84399,16.51,5.04,9.45,,8.63,16.14,1.43,1.49,15.93,2058.33081,2.72,3.98,25.71711,20.1,-6.92376,2146,1062,2257,1538,14.42,12354,6.07,4.85,20.1,YES,
EQUIFAX INC,EFX,618.48199,-.06,-.66,-1.93,0,2.02,2.13,1.61,1.00999,1.01,3.6,3.77,0,-1.24,-10.48,.00306,6.57,6.64,111.68,100.62,7.61,21.21,3.6,.99,.01,-.98,4.27,3.87,0,37.5,.89,.31,7.25,77.54,79.86,63.57,85.76,120.59,631177.69,9350.32,Business Services,YES,FINANCIAL TRANSACTION SERVICES,85,8,0,,0,,1.75,0,3,0,0,0,5,62.5,NYSE,2430.06103,2.62,2341,3463.80004,0,1145.5,648.40002,0,309.70001,19.61,.15,,.50957,45.708,19.66,662.5,2.13,.99,1.02,787.29998,790.90002,.72,32.57899,.48,.98,.51124,7.2642,1.1,1.33,9.99,9.295,12.03299,20.02,13.27,19.64,.03,14.83,18.14,3.91,3.94,20.57,1168.78955,9.4,1.29,8.057,5.96,29.29069,636.20001,351.79998,600.59997,530.40002,12.23,2303.9,2.13,12.67,5.96,YES,
EDISON INTL,EIX,2602.97705,9.41,.59,-2.86,6.6,12.59,30.12,18.5,1.51999,1.52,3.88,4.29,0,-.08,124.37,0,1.24,6.06,95.3,49.53,10.82,.52,3.65,.85,.11,2.67,3.57,4.3,0,10,.49,8.64,8.56,61.99,63.24,45.07,93.12,325.81,2777200.25,20197.03,Utilities,YES,UTIL-ELEC PWR,63.5,10,.2,8,-19.05,215,1.25,0,1,0,0,0,9,90,NYSE,12593.09472,-.91,9938,0,1753,9825,3312,256,838,10.79,.08,33.777,.27531,2.85339,32.95,4881,21.83,1.35,.75,8673,3387,.77,44.26599,.94,.63,.45441,13.883,1.36749,3.13,2.97,2.55809,5.24739,14.42,6.45,13.92,.05,6.73,17.38,1.53,1.88,14.45,3366.17089,8.13,2.29,1778.02197,915.79,1203.26086,3000.58007,1015,1765,1221,33.89,12581,1.77,6.23,915.79,YES,
ESTEE LAUDER,EL,3051.46289,-4.4,-1.13,-13.69,-.16,45.45,-19.64,11.25,.8,.8,2.95,2.98,0,-3.61,-.94,.00734,8.84,-13.47,97,132.16,-3.16,11.74,3.06,.7,.02,0,3.45,2.86,0,35.29,1.17,-5.36,-2.42,71.83,77.24,65.36,54.46,381.31,2025279.75,27389.36,Consumer Staples,YES,COSMETICS&TLTRS,80.77,17,.11,3,-5.88,224,1.97,5.88,6,1,0,0,10,58.82,NYSE,10960.47558,-4.15,3869.3999,1050.5,0,1324.69995,4825.20019,1294,1379.30004,10.56,.14,1.75129,1.421,16.853,10.11,2056.69995,-13.22,.55,1.06,2158.19995,2212.19995,2.43,25.50399,.35,1.72,1.04628,7.50519,.77999,.86,15.05,12.98299,21.29199,25.14,22.78,30.65,.04,17.82,20.8,2.51,7.22,24.1,2106.87353,10.84,1.11,18.07217,10.82,18.07217,1543.30004,1204.09997,1827.59997,1776.80004,-4.63,8810.6,2.32,21.83,10.82,YES,
EMC CORP -MASS,EMC,7106.02783,-1.87,2.85,1.52,-.95,-2.7,-5.71,-1.1,.36,.36,1.51,1.48,0,.6,-3.2,.01485,11.48,6.95,112.91,163.09,.91,7.09,1.47,.32,.03,0,1.77,1.52,0,16,1.23,-1.48,3.24,29.31,29.95,23.15,90.59,2035,15113082,59645.85,Computer and Technology,YES,COMP-STORAGE DEV,32.25,25,0,9,1.25,26,1.44,0,4,0,0,0,21,84,NYSE,24490.5625,2.99,23786,16204,0,5494,17278,1334,3861,12.85,.12,6.57159,.53685,,11.97,11799,6.05,.37,.59,8749,5686,1.42,18.44599,.23,1.35,1.02406,7.2016,.2,.42,6.9,7.7167,12.01,19.24,10.5,12.9,.1,12.25,16.59,2.48,2.46,19.8,7455.73144,11.23,1.57,-4.87188,-7.17,5.70801,4922,2889,4021,3865,16.54,23222,1.71,16.25,-7.17,YES,
EASTMAN CHEM CO,EMN,2333.29809,1.23,-.15,.02,-.6,5,4.35,4.49,1.88999,1.89,6.44,6.77,0,.89,-.47,.00736,13.53,15.4,113.76,81.26,8.09,19.7,6.35,1.78,.04,.65,7.73,6.96,0,8.33,1.76,1.7,8.41,82.46,90.2,71.49,58.63,148.5,1920122.38,12245.31,Basic Materials,YES,CHEM-DIVERSIFD,96.42,12,-.44,13,24.64,144,1.33,0,1,0,0,0,11,91.67,NYSE,9524.83984,8.83,3875,4398,0,4254,2840,1264,1088,10.93,.12,5.0521,.78626,11.779,26.19,1470,-7.02,1.8,1.54,6574,2292,2.07,54.66099,1.15,1.07,.33197,8.13819,1.25,2.1,8.57,8.75469,14.45199,11.85,12.23,26.43,.02,8.81,10.67,1.3,3.09,12.18,1020.44244,8.48,1.7,92.96235,41.31,166.59039,1441,1165,1859,1679,2.18,9350,1.4,25.17,41.31,YES,
EMERSON ELEC CO,EMR,5632.99316,-2.17,-3.03,-1.63,-.19,6.56,-2.83,.32,1.29999,1.3,3.75,3.8,0,-3.69,.39,.02378,4.26,-.54,109.38,56.37,6.87,5.93,3.7,.87,.04,0,4.37,4.01,0,58.82,1.31,2.73,8.4,64.67,70.26,58.67,51.77,697.91,4392620,45134.16,Industrial Products,YES,MACH-ELECTRICAL,70.81,17,.12,12,-5.56,36,2.24,0,10,0,0,0,7,41.18,NYSE,25055.66601,1.97,10718,9181,0,4055,10999,1895,4808,10.71,,6.6072,.9987,6.6803,15.49,7625,-16.15,1.22,.73,14717,4729,1.29,24.69199,.35,,,5.28579,1.72,2.84,10.99,10.017,16.266,16.14,18.04,25.31,.03,11.3,14.79,1.84,4.44,17.02,2820.88525,8.95,2.66,69.55179,7.14,1.82926,3882.86206,2004,3414,3196,-7.85,24537,1.8,10.48,7.14,YES,
EOG RES INC,EOG,4224.98291,-4.78,-21.51,-16.45,-3.9,2.34,6.62,7.66,1.30999,1.31,4.11,5.16,0,-17,-18.01,.0391,31.81,24.01,116.36,88.82,29.74,44.97,4.08,1.1,.13,0,5.11,5.33,0,15.38,1.28,-4.77,7.62,98.97,117.98,78.13,52.3,548.01,7902929.5,54236.45,Oils-Energy,YES,OIL-US EXP&PROD,115,26,-.02,26,6.37,54,1.42,0,4,0,0,0,22,84.62,NYSE,16947.83984,7.32,15418.45996,0,0,5906.64013,4072.01,563.26,1663.65002,17.65,.15,3.8025,.49336,9.34899,30.57,2861.70996,7.32,1.28,1.16,2066.88989,7273.31005,1.45,26.107,.33,1.23,.64475,8.54559,.36625,.58,8.68,4.91389,7.0012,18.56,12.68,17.2,.18,9.24,19.36,3.16,3.06,19.18,3389.77832,10.47,.68,139.81808,174.4,285.27365,5847.02783,2197.10009,3672.34008,3436.87988,17.93,14487.12,1.77,43.53,174.4,YES,
EQUITY RESIDENT,EQR,662.703,.62,.62,.44,0,1.25,1.3,.97,.81,.81,2.85,3.07,0,.77,.34,.00413,5.85,12.43,106.6,101.34,9.47,3.26,2.84,.79,.01,1.22,3.35,3.12,0,57.14,.75,5.66,8.41,69.49,70.31,50.6,95.84,362.21,2574291,25169.83,Finance,YES,REIT-EQTY TRUST - RESID,68.1,14,0,25,0,174,2.5,7.14,8,1,0,0,5,35.71,NYSE,2604.88305,2.24,10795.20019,0,50,10766.25,96.16999,0,42.63,18.59,.77,,.11291,10.22,29.49,197.1,21.91,.8,.82,834.26,1387.81994,.27,51.51599,1.03,.49,.27163,58.227,1.85,3.17,2.1,.42761,.52325,22.27,2.18,4.51,.02,38.12,20.76,9.72,2.36,22.64,3595.69067,8.94,2.88,-64.86916,-74.86,117.48701,656.92602,1830.60998,487.98001,-121.07,33.97,2387.7,2.49,8.6,-74.86,YES,
EQT CORP,EQT,625.20501,-7.28,-16.23,-17.5,-7.07,-21.54,1.25,3.89,.50999,.51,2.32,2.91,0,-14.71,0,.0309,11.87,13.43,166.26,153.22,38.23,55.7,2.5,.91,.16,-3.85,3.33,3.21,0,20,.93,6.24,18.31,99.75,109.84,77.81,68.5,151.51,2177368.25,15112.72,Oils-Energy,YES,OIL-US EXP&PROD,118.62,15,.03,39,8,54,1.53,0,3,0,0,0,12,80,NYSE,2390.77001,11.97,4864.12011,0,0,2490.35009,1255.42004,19.64999,235.77999,22.42,.21,40.50899,.16906,-42.03301,40.76,523.40997,1.1,.65,.78,373.04,1340.40002,3.01,32.574,.48,2.36,1.91052,7.301,.11999,1.27,4.12,3.5083,4.8726,31.1,5.03,8.07,.14,14.61,29.92,6.69,2.45,34.28,1511.27246,20,.12,67.67494,59.82,112.97235,1029.00097,390.57,663.83001,521.15002,11.1,1862.01,1.56,14.98,59.82,YES,
